"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"40597","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TARAKA","Buadi Ongcalo",1508,1508,216,36650.95,2490,14.7192570281124,102.450823239234
"40614","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TARAKA","Moriatao Loksa Datu",1193,1193,160,36650.95,2490,14.7192570281124,81.0502865546459
"40615","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TARAKA","Pagalamatan",729,729,109,36650.95,2490,14.7192570281124,49.5269563271893
"40604","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","LANAO DEL SUR","TARAKA","Dimayon",710,710,104,36650.95,2490,14.7192570281124,48.2361303049444
"31144","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TARANGNAN","Tigdaranao",2274,2274,458,23234.78,4390,5.29266059225512,429.651582670462
"31128","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TARANGNAN","Majacob",1704,1704,333,23234.78,4390,5.29266059225512,321.955275668631
"31129","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TARANGNAN","Mancares",1287,1287,279,23234.78,4390,5.29266059225512,243.166924756766
"31136","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TARANGNAN","Poblacion B",1074,1063,237,23234.78,4390,5.29266059225512,202.922515298187
"31114","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","TARANGNAN","Bonga",1005,1005,235,23234.78,4390,5.29266059225512,189.885593924281
"36690","REGION XI - DAVAO ","DAVAO ORIENTAL","TARRAGONA","Central (Pob.)",4531,4521,957,20433.38,1163,17.5695442820292,257.889443645643
"36698","REGION XI - DAVAO ","DAVAO ORIENTAL","TARRAGONA","Tubaon",3966,3964,855,20433.38,1163,17.5695442820292,225.731523614791
"36689","REGION XI - DAVAO ","DAVAO ORIENTAL","TARRAGONA","Cabagayan",3624,3624,752,20433.38,1163,17.5695442820292,206.266021578417
"36693","REGION XI - DAVAO ","DAVAO ORIENTAL","TARRAGONA","Limot",2714,2714,638,20433.38,1163,17.5695442820292,154.471849493329
"36694","REGION XI - DAVAO ","DAVAO ORIENTAL","TARRAGONA","Lucatan",2609,2609,545,20433.38,1163,17.5695442820292,148.495598868127
"27487","NEGROS ISLAND REGION","NEGROS ORIENTAL","TAYASAN","Bago",2938,2938,673,13425.4,1219,11.0134536505332,266.764640159697
"27512","NEGROS ISLAND REGION","NEGROS ORIENTAL","TAYASAN","Tambulan",2532,2532,605,13425.4,1219,11.0134536505332,229.900636107676
"27507","NEGROS ISLAND REGION","NEGROS ORIENTAL","TAYASAN","Poblacion",2179,2179,549,13425.4,1219,11.0134536505332,197.848928151117
"27492","NEGROS ISLAND REGION","NEGROS ORIENTAL","TAYASAN","Guincalaban",2154,2154,504,13425.4,1219,11.0134536505332,195.578977162692
"27504","NEGROS ISLAND REGION","NEGROS ORIENTAL","TAYASAN","Pindahan",2104,2103,574,13425.4,1219,11.0134536505332,191.039075185842
"12590","REGION IV-A – CALABARZON","BATANGAS","TAYSAN","Mapulo",3084,3071,687,16576.26,4018,4.12550024888004,747.545706932686
"12585","REGION IV-A – CALABARZON","BATANGAS","TAYSAN","Dagatan",3078,3078,654,16576.26,4018,4.12550024888004,746.09133785305
"12595","REGION IV-A – CALABARZON","BATANGAS","TAYSAN","Pinagbayanan",2625,2605,534,16576.26,4018,4.12550024888004,636.286472340564
"12598","REGION IV-A – CALABARZON","BATANGAS","TAYSAN","San Isidro",2581,2581,550,16576.26,4018,4.12550024888004,625.621099089903
"12600","REGION IV-A – CALABARZON","BATANGAS","TAYSAN","Santo Niño",2501,2501,545,16576.26,4018,4.12550024888004,606.229511361429
"15568","REGION IV-A – CALABARZON","RIZAL ","TAYTAY","San Juan",103343,103242,24271,16576.26,4018,4.12550024888004,25049.8106327965
"15569","REGION IV-A – CALABARZON","RIZAL ","TAYTAY","Santa Ana",91343,91271,20702,16576.26,4018,4.12550024888004,22141.0724735254
"15565","REGION IV-A – CALABARZON","RIZAL ","TAYTAY","Dolores (Pob.)",61115,60760,14485,16576.26,4018,4.12550024888004,14813.9610503214
"15567","REGION IV-A – CALABARZON","RIZAL ","TAYTAY","San Isidro",36780,36780,8484,16576.26,4018,4.12550024888004,8915.28245816608
"15566","REGION IV-A – CALABARZON","RIZAL ","TAYTAY","Muzon",26523,26523,5893,16576.26,4018,4.12550024888004,6429.03851652906
"5990","REGION I - ILOCOS","PANGASINAN","TAYUG","Trenchera",4107,4107,964,12964.62,3265,3.97078713629403,1034.30374357289
"5979","REGION I - ILOCOS","PANGASINAN","TAYUG","Legaspi",3558,3558,821,12964.62,3265,3.97078713629403,896.044002832324
"5981","REGION I - ILOCOS","PANGASINAN","TAYUG","Magallanes",2948,2948,726,12964.62,3265,3.97078713629403,742.422068676135
"5982","REGION I - ILOCOS","PANGASINAN","TAYUG","Panganiban",2909,2909,637,12964.62,3265,3.97078713629403,732.600338459592
"5980","REGION I - ILOCOS","PANGASINAN","TAYUG","Libertad",2542,2542,568,12964.62,3265,3.97078713629403,640.175338729558
"1980","CORDILLERA ADMINISTRATIVE REGION","ABRA","TAYUM","Poblacion",2672,2672,514,19818.12,1176,16.8521428571429,158.555503751113
"1978","CORDILLERA ADMINISTRATIVE REGION","ABRA","TAYUM","Patucannay",1521,1513,327,19818.12,1176,16.8521428571429,90.2555842834739
"1981","CORDILLERA ADMINISTRATIVE REGION","ABRA","TAYUM","Velasco",1511,1511,339,19818.12,1176,16.8521428571429,89.6621879371
"1977","CORDILLERA ADMINISTRATIVE REGION","ABRA","TAYUM","Gaddani",1455,1446,334,19818.12,1176,16.8521428571429,86.339168397406
"1973","CORDILLERA ADMINISTRATIVE REGION","ABRA","TAYUM","Budac",1268,1268,256,19818.12,1176,16.8521428571429,75.2426567202136
"15571","REGION IV-A – CALABARZON","RIZAL ","TERESA","Dalig",12365,12316,2912,16576.26,4018,4.12550024888004,2997.21227828231
"15570","REGION IV-A – CALABARZON","RIZAL ","TERESA","Bagumbayan",11638,11608,2709,16576.26,4018,4.12550024888004,2820.9912247998
"15573","REGION IV-A – CALABARZON","RIZAL ","TERESA","May-Iba",8590,8590,1989,16576.26,4018,4.12550024888004,2082.17173234493
"15572","REGION IV-A – CALABARZON","RIZAL ","TERESA","Dulumbayan",8353,8353,2054,16576.26,4018,4.12550024888004,2024.72415369933
"15575","REGION IV-A – CALABARZON","RIZAL ","TERESA","Prinza",5247,5247,1207,16576.26,4018,4.12550024888004,1271.84576014131
"13424","REGION IV-A – CALABARZON","CAVITE","TERNATE","Sapang I",7686,7686,1907,16576.26,4018,4.12550024888004,1863.04679101317
"13423","REGION IV-A – CALABARZON","CAVITE","TERNATE","San Juan I",2737,2737,687,16576.26,4018,4.12550024888004,663.434695160428
"13422","REGION IV-A – CALABARZON","CAVITE","TERNATE","San Jose",2038,2038,500,16576.26,4018,4.12550024888004,494.000697382884
"13418","REGION IV-A – CALABARZON","CAVITE","TERNATE","Poblacion I (Barangay I)",1992,1992,472,16576.26,4018,4.12550024888004,482.850534439011
"13419","REGION IV-A – CALABARZON","CAVITE","TERNATE","Poblacion II (Barangay II)",1906,1906,468,16576.26,4018,4.12550024888004,462.004577630901
"15340","REGION IV-A – CALABARZON","QUEZON","TIAONG","Lusacan",11352,11342,2728,16576.26,4018,4.12550024888004,2751.66629867051
"15338","REGION IV-A – CALABARZON","QUEZON","TIAONG","Lalig",9103,9089,2057,16576.26,4018,4.12550024888004,2206.52028865377
"15350","REGION IV-A – CALABARZON","QUEZON","TIAONG","Talisay",5813,5803,1324,16576.26,4018,4.12550024888004,1409.04124332027
"15337","REGION IV-A – CALABARZON","QUEZON","TIAONG","Lagalag",5191,5168,1255,16576.26,4018,4.12550024888004,1258.27164873138
"15339","REGION IV-A – CALABARZON","QUEZON","TIAONG","Lumingon",5037,5037,1099,16576.26,4018,4.12550024888004,1220.94284235407
"21394","REGION VI - WESTERN VISAYAS","ANTIQUE","TIBIAO","Poblacion",3850,3836,938,12773.46,3389,3.76909412806137,1021.46560133276
"21390","REGION VI - WESTERN VISAYAS","ANTIQUE","TIBIAO","Malabor",3602,3602,793,12773.46,3389,3.76909412806137,955.667297662497
"21391","REGION VI - WESTERN VISAYAS","ANTIQUE","TIBIAO","Martinez",1896,1896,498,12773.46,3389,3.76909412806137,503.03864418881
"21397","REGION VI - WESTERN VISAYAS","ANTIQUE","TIBIAO","San Francisco Sur",1776,1776,433,12773.46,3389,3.76909412806137,471.200755316101
"21396","REGION VI - WESTERN VISAYAS","ANTIQUE","TIBIAO","San Francisco Norte",1690,1690,417,12773.46,3389,3.76909412806137,448.383601623992
"19056","REGION V - BICOL","CAMARINES SUR","TIGAON","Talojongon",4052,4052,800,18114.47,3471,5.21880437914146,776.423047431142
"19050","REGION V - BICOL","CAMARINES SUR","TIGAON","Poblacion",4029,3958,932,18114.47,3471,5.21880437914146,772.015907724598
"19055","REGION V - BICOL","CAMARINES SUR","TIGAON","San Rafael",3880,3876,807,18114.47,3471,5.21880437914146,743.465307016987
"19038","REGION V - BICOL","CAMARINES SUR","TIGAON","Caraycayon",3872,3872,757,18114.47,3471,5.21880437914146,741.932388858189
"19057","REGION V - BICOL","CAMARINES SUR","TIGAON","Tinawagan",3657,3657,759,18114.47,3471,5.21880437914146,700.735213340495
"33450","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TIGBAO","Begong",3359,3359,722,16904.03,1904,8.87816701680672,378.343862380746
"33465","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TIGBAO","Tigbao",2875,2875,573,16904.03,1904,8.87816701680672,323.828104895696
"33460","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TIGBAO","Maragang",1752,1752,415,16904.03,1904,8.87816701680672,197.338031226873
"33464","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TIGBAO","Nilo",1630,1630,363,16904.03,1904,8.87816701680672,183.596455993038
"33459","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA DEL SUR","TIGBAO","Longmot",1131,1131,275,16904.03,1904,8.87816701680672,127.391160569403
"23679","REGION VI - WESTERN VISAYAS","ILOILO","TIGBAUAN","Baguingin",3411,3411,708,12773.46,3389,3.76909412806137,904.991991206768
"23700","REGION VI - WESTERN VISAYAS","ILOILO","TIGBAUAN","Buyu-an",3273,3273,715,12773.46,3389,3.76909412806137,868.378419003152
"23677","REGION VI - WESTERN VISAYAS","ILOILO","TIGBAUAN","Atabayan",2922,2922,583,12773.46,3389,3.76909412806137,775.252594050477
"23721","REGION VI - WESTERN VISAYAS","ILOILO","TIGBAUAN","Parara Sur",2699,2699,543,12773.46,3389,3.76909412806137,716.087183895358
"23707","REGION VI - WESTERN VISAYAS","ILOILO","TIGBAUAN","Dorong-an",2525,2525,534,12773.46,3389,3.76909412806137,669.922245029929
"19099","REGION V - BICOL","CAMARINES SUR","TINAMBAC","Tambang",5442,5442,1043,18114.47,3471,5.21880437914146,1042.76757752228
"19098","REGION V - BICOL","CAMARINES SUR","TINAMBAC","Sogod",3634,3634,691,18114.47,3471,5.21880437914146,696.328073633951
"19097","REGION V - BICOL","CAMARINES SUR","TINAMBAC","Santa Cruz (Pob.)",3343,3343,671,18114.47,3471,5.21880437914146,640.568175607677
"19061","REGION V - BICOL","CAMARINES SUR","TINAMBAC","Bagacay",3133,3133,630,18114.47,3471,5.21880437914146,600.329073939232
"19069","REGION V - BICOL","CAMARINES SUR","TINAMBAC","Cagliliog",3049,3049,576,18114.47,3471,5.21880437914146,584.233433271854
"1987","CORDILLERA ADMINISTRATIVE REGION","ABRA","TINEG","Caganayan",1238,1238,219,19818.12,1176,16.8521428571429,73.4624676810919
"1983","CORDILLERA ADMINISTRATIVE REGION","ABRA","TINEG","Alaoa",842,842,192,19818.12,1176,16.8521428571429,49.9639723646844
"1982","CORDILLERA ADMINISTRATIVE REGION","ABRA","TINEG","Poblacion (Agsimao)",673,673,136,19818.12,1176,16.8521428571429,39.9355741109651
"1988","CORDILLERA ADMINISTRATIVE REGION","ABRA","TINEG","Cogon",510,510,89,19818.12,1176,16.8521428571429,30.2632136650702
"1991","CORDILLERA ADMINISTRATIVE REGION","ABRA","TINEG","Naglibacan",385,385,73,19818.12,1176,16.8521428571429,22.8457593353961
"2588","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TINGLAYAN","Basao",1203,1203,204,19818.12,1176,16.8521428571429,71.3855804687831
"2605","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TINGLAYAN","Lower Bangad",1062,1062,161,19818.12,1176,16.8521428571429,63.0186919849108
"2591","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TINGLAYAN","Bugnay",1025,1025,201,19818.12,1176,16.8521428571429,60.8231255033273
"2597","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TINGLAYAN","Poblacion",948,945,162,19818.12,1176,16.8521428571429,56.253973636248
"2592","CORDILLERA ADMINISTRATIVE REGION","KALINGA","TINGLAYAN","Buscalan (Buscalan-Locong)",732,732,127,19818.12,1176,16.8521428571429,43.4366125545713
"12613","REGION IV-A – CALABARZON","BATANGAS","TINGLOY","San Juan",1916,1916,537,16576.26,4018,4.12550024888004,464.42852609696
"12606","REGION IV-A – CALABARZON","BATANGAS","TINGLOY","Papaya",1747,1747,401,16576.26,4018,4.12550024888004,423.463797020558
"12611","REGION IV-A – CALABARZON","BATANGAS","TINGLOY","San Isidro",1686,1686,357,16576.26,4018,4.12550024888004,408.677711377597
"12615","REGION IV-A – CALABARZON","BATANGAS","TINGLOY","Santo Tomas",1673,1673,433,16576.26,4018,4.12550024888004,405.52657837172
"12612","REGION IV-A – CALABARZON","BATANGAS","TINGLOY","San Jose",1428,1428,348,16576.26,4018,4.12550024888004,346.139840953267
"2441","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","TINOC","Tinoc",2609,2605,530,19818.12,1176,16.8521428571429,154.817106768957
"2442","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","TINOC","Tukucan",1629,1629,394,19818.12,1176,16.8521428571429,96.6642648243123
"2435","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","TINOC","Binablayan",1562,1562,323,19818.12,1176,16.8521428571429,92.688509303607
"2433","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","TINOC","Ahin",1543,1543,388,19818.12,1176,16.8521428571429,91.5610562454966
"2439","CORDILLERA ADMINISTRATIVE REGION","IFUGAO","TINOC","Impugong",1542,1541,352,19818.12,1176,16.8521428571429,91.5017166108592
"39667","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","TIPO-TIPO","Badja",3072,3004,533,36650.95,2490,14.7192570281124,208.706186333506
"39672","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","TIPO-TIPO","Tipo-tipo Proper (Pob.)",2983,2951,415,36650.95,2490,14.7192570281124,202.659685492463
"39669","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","TIPO-TIPO","Bohelebung",2305,2305,425,36650.95,2490,14.7192570281124,156.597577961826
"39673","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","TIPO-TIPO","Baguindan",1989,1989,328,36650.95,2490,14.7192570281124,135.129103065541
"39674","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","BASILAN","TIPO-TIPO","Banah",1900,1900,273,36650.95,2490,14.7192570281124,129.082602224499
"33821","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TITAY","Poblacion (Titay)",7906,7890,1828,16904.03,1904,8.87816701680672,890.499129497522
"33811","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TITAY","Kitabog",3822,3788,787,16904.03,1904,8.87816701680672,430.494266751775
"33820","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TITAY","Palomoc",3304,3304,736,16904.03,1904,8.87816701680672,372.148889939263
"33806","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TITAY","Dalangin",3036,3036,678,16904.03,1904,8.87816701680672,341.962478769855
"33823","REGION IX - ZAMBOANGA PENINSULA","ZAMBOANGA SIBUGAY","TITAY","San Antonio",2726,2726,640,16904.03,1904,8.87816701680672,307.045361372406
"17739","REGION V - BICOL","ALBAY","TIWI","Cale",5557,5557,1201,18114.47,3471,5.21880437914146,1064.803276055
"17751","REGION V - BICOL","ALBAY","TIWI","Naga",4629,4629,988,18114.47,3471,5.21880437914146,886.984769634441
"17752","REGION V - BICOL","ALBAY","TIWI","Nagas",3206,3206,658,18114.47,3471,5.21880437914146,614.316952138263
"17757","REGION V - BICOL","ALBAY","TIWI","Tigbi (Pob.)",3168,3150,652,18114.47,3471,5.21880437914146,607.035590883973
"17745","REGION V - BICOL","ALBAY","TIWI","Libjo",2936,2936,573,18114.47,3471,5.21880437914146,562.580964278833
"20998","REGION VI - WESTERN VISAYAS","ANTIQUE","TOBIAS FORNIER (DAO)","Abaca",1888,1888,369,12773.46,3389,3.76909412806137,500.916118263963
"21034","REGION VI - WESTERN VISAYAS","ANTIQUE","TOBIAS FORNIER (DAO)","Poblacion Norte",1683,1678,349,12773.46,3389,3.76909412806137,446.526391439751
"21044","REGION VI - WESTERN VISAYAS","ANTIQUE","TOBIAS FORNIER (DAO)","Villaflor",1480,1480,318,12773.46,3389,3.76909412806137,392.667296096751
"21025","REGION VI - WESTERN VISAYAS","ANTIQUE","TOBIAS FORNIER (DAO)","Igdalaguit",1445,1445,315,12773.46,3389,3.76909412806137,383.381245175544
"21035","REGION VI - WESTERN VISAYAS","ANTIQUE","TOBIAS FORNIER (DAO)","Poblacion Sur",1352,1352,275,12773.46,3389,3.76909412806137,358.706881299194
"26952","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","TOBOSO","Poblacion",7965,7965,1806,13425.4,1219,11.0134536505332,723.206384912181
"26949","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","TOBOSO","Bug-ang",6295,6295,1439,13425.4,1219,11.0134536505332,571.573658885396
"26954","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","TOBOSO","San Isidro",5837,5812,1324,13425.4,1219,11.0134536505332,529.988156777452
"26953","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","TOBOSO","Salamanca",4897,4897,1057,13425.4,1219,11.0134536505332,444.637999612674
"26950","NEGROS ISLAND REGION","NEGROS OCCIDENTAL","TOBOSO","General Luna",4702,4702,1171,13425.4,1219,11.0134536505332,426.93238190296
"26134","REGION VII - CENTRAL VISAYAS","CEBU","TOLEDO CITY","Poblacion",13383,13354,3127,10452.01,2446,4.27310302534751,3131.91606207801
"26122","REGION VII - CENTRAL VISAYAS","CEBU","TOLEDO CITY","Don Andres Soriano (Lutopan)",12764,12764,3003,10452.01,2446,4.27310302534751,2987.05646091039
"26131","REGION VII - CENTRAL VISAYAS","CEBU","TOLEDO CITY","Matab-ang",9868,9867,2303,10452.01,2446,4.27310302534751,2309.3288276609
"26109","REGION VII - CENTRAL VISAYAS","CEBU","TOLEDO CITY","Bato",8173,8154,1815,10452.01,2446,4.27310302534751,1912.66158375279
"26118","REGION VII - CENTRAL VISAYAS","CEBU","TOLEDO CITY","Cantabaco",7304,7304,1773,10452.01,2446,4.27310302534751,1709.29648938338
"29752","REGION VIII - EASTERN VISAYAS","LEYTE","TOLOSA","San Roque",3551,3551,869,23234.78,4390,5.29266059225512,670.929098532459
"29755","REGION VIII - EASTERN VISAYAS","LEYTE","TOLOSA","Telegrafo",2468,2468,576,23234.78,4390,5.29266059225512,466.30611522898
"29749","REGION VIII - EASTERN VISAYAS","LEYTE","TOLOSA","Opong",2267,2267,560,23234.78,4390,5.29266059225512,428.328996444124
"29756","REGION VIII - EASTERN VISAYAS","LEYTE","TOLOSA","Doña Brigida",1861,1861,452,23234.78,4390,5.29266059225512,351.618995316504
"29751","REGION VIII - EASTERN VISAYAS","LEYTE","TOLOSA","Quilao",1505,1505,375,23234.78,4390,5.29266059225512,284.356038662729
"31804","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","TOMAS OPPUS","San Isidro",1227,1199,274,23234.78,4390,5.29266059225512,231.830471388152
"31806","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","TOMAS OPPUS","Tinago",1075,1075,249,23234.78,4390,5.29266059225512,203.111456187664
"31799","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","TOMAS OPPUS","Looc",937,937,178,23234.78,4390,5.29266059225512,177.037613439852
"31788","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","TOMAS OPPUS","Bogo (Pob.)",910,910,221,23234.78,4390,5.29266059225512,171.936209423976
"31801","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","TOMAS OPPUS","Maslog",887,887,174,23234.78,4390,5.29266059225512,167.590568966007
"41771","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TONGKIL","Dungon",3500,3500,611,36650.95,2490,14.7192570281124,237.783740939867
"41776","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TONGKIL","South Paarol",2354,2354,502,36650.95,2490,14.7192570281124,159.926550334985
"41778","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TONGKIL","Tainga-Bakkao",1971,1971,336,36650.95,2490,14.7192570281124,133.906215254993
"41777","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TONGKIL","Tabialan",1925,1925,361,36650.95,2490,14.7192570281124,130.781057516927
"41781","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","SULU","TONGKIL","Tattalan",1892,1892,296,36650.95,2490,14.7192570281124,128.539096530922
"15791","MIMAROPA REGION","MARINDUQUE ","TORRIJOS","Poblacion",3389,3386,783,29606.25,1459,20.292152159013,167.010377876293
"15783","MIMAROPA REGION","MARINDUQUE ","TORRIJOS","Malibago",2901,2901,580,29606.25,1459,20.292152159013,142.961671944269
"15796","MIMAROPA REGION","MARINDUQUE ","TORRIJOS","Tigwi",2418,2418,526,29606.25,1459,20.292152159013,119.159366687777
"15776","MIMAROPA REGION","MARINDUQUE ","TORRIJOS","Buangan",2253,2253,472,29606.25,1459,20.292152159013,111.028144395187
"15777","MIMAROPA REGION","MARINDUQUE ","TORRIJOS","Cabuyo",1757,1757,396,29606.25,1459,20.292152159013,86.5851973823095
"13438","REGION IV-A – CALABARZON","CAVITE","TRECE MARTIRES CITY (Capital)","Inocencio (B. Pook)",28106,28080,5880,16576.26,4018,4.12550024888004,6812.74955870625
"13435","REGION IV-A – CALABARZON","CAVITE","TRECE MARTIRES CITY (Capital)","Perez (Lucbanan)",24426,24411,5949,16576.26,4018,4.12550024888004,5920.73652319643
"13429","REGION IV-A – CALABARZON","CAVITE","TRECE MARTIRES CITY (Capital)","Cabuco",21164,21163,4919,16576.26,4018,4.12550024888004,5130.04453356789
"13436","REGION IV-A – CALABARZON","CAVITE","TRECE MARTIRES CITY (Capital)","Aguado (Piscal Mundo)",15614,15614,3400,16576.26,4018,4.12550024888004,3784.75313490498
"13439","REGION IV-A – CALABARZON","CAVITE","TRECE MARTIRES CITY (Capital)","Lapidario (Bayog)",12133,11636,2604,16576.26,4018,4.12550024888004,2940.97667386974
"38749","REGION XIII – CARAGA","AGUSAN DEL SUR","TRENTO","Poblacion",18139,18118,4260,21120.56,1311,16.1102669717773,1125.92795834959
